mode_cn,mode,sub_mode_cn,sub_mode,phase_ver,rank,team_cn,app_rate,avg_round,source_kind,duplicate_count,unordered_signature
混沌回忆,moc,全部,all,4.2.1,15,黄泉 / 千冶•刃 / 缇宝 / 风堇,0.82,8.62,prydwen_page,5,moc|all|4.2.1|acheron>blade-mortenax>hyacine>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,15,银狼LV.999 / 开拓者•欢愉 / 爻光 / 砂金,0.81,3.73,prydwen_page,13,aa|all_bosses|4.3.1|aventurine>silver-wolf-lv-999>trailblazer-elation>yao-guang
虚构叙事,pf,全部,all,4.3.1,15,银狼LV.999 / 火花 / 花火 / 爻光,0.81,38126,prydwen_page,4,pf|all|4.3.1|silver-wolf-lv-999>sparkle>sparxie>yao-guang
末日幻影,as,全部,all,4.3.1,15,海瑟音 / 黑天鹅 / 卡芙卡 / 砂金,0.65,3323,prydwen_page,4,as|all|4.3.1|aventurine>black-swan>hysilens>kafka
末日幻影,as,全部,all,4.3.1,16,黄泉 / 千冶•刃 / 缇宝 / 风堇,1.13,3364,prydwen_page,6,as|all|4.3.1|acheron>blade-mortenax>hyacine>tribbie
虚构叙事,pf,全部,all,4.3.1,16,黄泉 / 千冶•刃 / 缇宝 / 丹恒•腾荒,1.05,29057,prydwen_page,3,pf|all|4.3.1|acheron>blade-mortenax>dan-heng-permansor-terrae>tribbie
末日幻影,as,全部,all,4.3.1,16,银狼LV.999 / 火花 / 开拓者•欢愉 / 藿藿,0.83,3477,prydwen_page,5,as|all|4.3.1|huohuo>silver-wolf-lv-999>sparxie>trailblazer-elation
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,16,流萤 / 开拓者 - 同谐 / 大丽花 / 灵砂,0.81,4.04,prydwen_page,14,aa|all_bosses|4.3.1|firefly>lingsha>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,16,遐蝶 / 昔涟 / 开拓者•记忆 / 风堇,0.81,35130,prydwen_page,3,pf|all|4.3.1|castorice>cyrene>hyacine>trailblazer-remembrance
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,16,那刻夏 / 刻律德菈 / 昔涟 / 丹恒•腾荒,0.66,4.82,prydwen_page,13,aa|all_bosses|4.3.1|anaxa>cerydra>cyrene>dan-heng-permansor-terrae
末日幻影,as,全部,all,4.3.1,16,长夜月 / 昔涟 / 缇宝 / 风堇,0.61,3300,prydwen_page,4,as|all|4.3.1|cyrene>hyacine>march-7th-evernight>tribbie
虚构叙事,pf,全部,all,4.3.1,17,不死途 / 千冶•刃 / 缇宝 / 灵砂,0.99,38005,prydwen_page,3,pf|all|4.3.1|ashveil>blade-mortenax>lingsha>tribbie
混沌回忆,moc,全部,all,4.2.1,17,银狼LV.999 / 火花 / 开拓者•欢愉 / 丹恒•腾荒,0.83,9,prydwen_page,5,moc|all|4.2.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>trailblazer-elation
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,17,不死途 / 千冶•刃 / 缇宝 / 藿藿,0.8,3.06,prydwen_page,15,aa|all_bosses|4.3.1|ashveil>blade-mortenax>huohuo>tribbie
末日幻影,as,全部,all,4.3.1,17,流萤 / 开拓者 - 同谐 / 大丽花 / 灵砂,0.8,3314,prydwen_page,5,as|all|4.3.1|firefly>lingsha>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,17,遐蝶 / 开拓者•记忆 / 缇宝 / 风堇,0.74,35564,prydwen_page,4,pf|all|4.3.1|castorice>hyacine>trailblazer-remembrance>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,17,绯英 / 开拓者•欢愉 / 爻光 / 丹恒•腾荒,0.69,4.27,prydwen_page,14,aa|all_bosses|4.3.1|dan-heng-permansor-terrae>evanescia>trailblazer-elation>yao-guang
末日幻影,as,全部,all,4.3.1,17,白厄 / 刻律德菈 / 昔涟 / 开拓者•记忆,0.52,3366,prydwen_page,5,as|all|4.3.1|cerydra>cyrene>phainon>trailblazer-remembrance
末日幻影,as,全部,all,4.3.1,17,希儿 / 花火 / 星期日 / 丹恒•腾荒,0.52,3499,prydwen_page,5,as|all|4.3.1|dan-heng-permansor-terrae>seele>sparkle>sunday
末日幻影,as,全部,all,4.3.1,17,海瑟音 / 卡芙卡 / 昔涟 / 丹恒•腾荒,0.52,3417,prydwen_page,4,as|all|4.3.1|cyrene>dan-heng-permansor-terrae>hysilens>kafka
末日幻影,as,全部,all,4.3.1,18,Archer / 银狼 / 花火 / 丹恒•腾荒,0.91,3434,prydwen_page,5,as|all|4.3.1|archer>dan-heng-permansor-terrae>silver-wolf>sparkle
虚构叙事,pf,全部,all,4.3.1,18,流萤 / 开拓者 - 同谐 / 大丽花 / 灵砂,0.91,27825,prydwen_page,3,pf|all|4.3.1|firefly>lingsha>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,18,不死途 / 千冶•刃 / 缇宝 / 丹恒•腾荒,0.91,34419,prydwen_page,3,pf|all|4.3.1|ashveil>blade-mortenax>dan-heng-permansor-terrae>tribbie
混沌回忆,moc,全部,all,4.2.1,18,不死途 / 星期日 / 缇宝 / 丹恒•腾荒,0.8,8.05,prydwen_page,6,moc|all|4.2.1|ashveil>dan-heng-permansor-terrae>sunday>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,18,流萤 / 阮•梅 / 大丽花 / 加拉赫,0.77,5.18,prydwen_page,13,aa|all_bosses|4.3.1|firefly>gallagher>ruan-mei>the-dahlia
虚构叙事,pf,全部,all,4.3.1,18,大黑塔 / 那刻夏 / 缇宝 / 风堇,0.73,30480,prydwen_page,3,pf|all|4.3.1|anaxa>hyacine>the-herta>tribbie
混沌回忆,moc,全部,all,4.2.1,18,Archer / 花火 / 缇宝 / 丹恒•腾荒,0.71,10,prydwen_page,6,moc|all|4.2.1|archer>dan-heng-permansor-terrae>sparkle>tribbie
末日幻影,as,全部,all,4.3.1,18,银狼LV.999 / 绯英 / 爻光 / 藿藿,0.69,3642,prydwen_page,4,as|all|4.3.1|evanescia>huohuo>silver-wolf-lv-999>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,18,流萤 / 开拓者 - 同谐 / 大丽花 / 加拉赫,0.61,5.3,prydwen_page,14,aa|all_bosses|4.3.1|firefly>gallagher>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,18,银狼LV.999 / 火花 / 开拓者•欢愉 / 藿藿,0.61,29400,prydwen_page,3,pf|all|4.3.1|huohuo>silver-wolf-lv-999>sparxie>trailblazer-elation
虚构叙事,pf,全部,all,4.3.1,19,白厄 / 刻律德菈 / 昔涟 / 丹恒•腾荒,0.69,25863,prydwen_page,5,pf|all|4.3.1|cerydra>cyrene>dan-heng-permansor-terrae>phainon
混沌回忆,moc,全部,all,4.2.1,19,绯英 / 开拓者•欢愉 / 花火 / 藿藿,0.67,7.9,prydwen_page,6,moc|all|4.2.1|evanescia>huohuo>sparkle>trailblazer-elation
混沌回忆,moc,全部,all,4.2.1,19,火花 / 花火 / 爻光 / 丹恒•腾荒,0.66,8.75,prydwen_page,5,moc|all|4.2.1|dan-heng-permansor-terrae>sparkle>sparxie>yao-guang
虚构叙事,pf,全部,all,4.3.1,19,绯英 / 火花 / 爻光 / 藿藿,0.6,36673,prydwen_page,3,pf|all|4.3.1|evanescia>huohuo>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,19,大黑塔 / 那刻夏 / 缇宝 / 风堇,0.59,5.55,prydwen_page,10,aa|all_bosses|4.3.1|anaxa>hyacine>the-herta>tribbie
末日幻影,as,全部,all,4.3.1,20,白厄 / 刻律德菈 / 昔涟 / 丹恒•腾荒,0.83,3339,prydwen_page,6,as|all|4.3.1|cerydra>cyrene>dan-heng-permansor-terrae>phainon
混沌回忆,moc,全部,all,4.2.1,20,流萤 / 开拓者 - 同谐 / 大丽花 / 灵砂,0.65,8.1,prydwen_page,6,moc|all|4.2.1|firefly>lingsha>the-dahlia>trailblazer-harmony
混沌回忆,moc,全部,all,4.2.1,20,银狼LV.999 / 火花 / 爻光 / 符玄,0.65,8,prydwen_page,5,moc|all|4.2.1|fu-xuan>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,20,黄泉 / 千冶•刃 / 缇宝 / 瓦尔特,0.64,2.68,prydwen_page,8,aa|all_bosses|4.3.1|acheron>blade-mortenax>tribbie>welt
虚构叙事,pf,全部,all,4.3.1,20,遐蝶 / 长夜月 / 阮•梅 / 风堇,0.63,36943,prydwen_page,3,pf|all|4.3.1|castorice>hyacine>march-7th-evernight>ruan-mei
虚构叙事,pf,全部,all,4.3.1,20,大黑塔 / 黑塔 / 缇宝 / 风堇,0.63,29413,prydwen_page,3,pf|all|4.3.1|herta>hyacine>the-herta>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,20,火花 / 花火 / 爻光 / 丹恒•腾荒,0.59,4.46,prydwen_page,14,aa|all_bosses|4.3.1|dan-heng-permansor-terrae>sparkle>sparxie>yao-guang
末日幻影,as,全部,all,4.3.1,20,银狼LV.999 / 火花 / 爻光 / 符玄,0.57,3627,prydwen_page,5,as|all|4.3.1|fu-xuan>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,20,Archer / 赛飞儿 / 花火 / 丹恒•腾荒,0.56,5.64,prydwen_page,10,aa|all_bosses|4.3.1|archer>cipher>dan-heng-permansor-terrae>sparkle
虚构叙事,pf,全部,all,4.3.1,20,银狼LV.999 / 火花 / 爻光 / 砂金,0.56,34464,prydwen_page,3,pf|all|4.3.1|aventurine>silver-wolf-lv-999>sparxie>yao-guang
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,21,白厄 / 刻律德菈 / 昔涟 / 丹恒•腾荒,0.94,6,prydwen_page,15,aa|all_bosses|4.3.1|cerydra>cyrene>dan-heng-permansor-terrae>phainon
末日幻影,as,全部,all,4.3.1,21,流萤 / 开拓者 - 同谐 / 阮•梅 / 大丽花,0.78,3650,prydwen_page,5,as|all|4.3.1|firefly>ruan-mei>the-dahlia>trailblazer-harmony
虚构叙事,pf,全部,all,4.3.1,21,黄泉 / 不死途 / 千冶•刃 / 缇宝,0.74,39800,prydwen_page,3,pf|all|4.3.1|acheron>ashveil>blade-mortenax>tribbie
虚构叙事,pf,全部,all,4.3.1,21,黄泉 / 千冶•刃 / 缇宝 / 瓦尔特,0.74,31497,prydwen_page,3,pf|all|4.3.1|acheron>blade-mortenax>tribbie>welt
混沌回忆,moc,全部,all,4.2.1,21,海瑟音 / 黑天鹅 / 卡芙卡 / 风堇,0.63,8,prydwen_page,6,moc|all|4.2.1|black-swan>hyacine>hysilens>kafka
混沌回忆,moc,全部,all,4.2.1,21,银狼LV.999 / 火花 / 花火 / 丹恒•腾荒,0.63,8.75,prydwen_page,5,moc|all|4.2.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparkle>sparxie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,21,遐蝶 / 千冶•刃 / 缇宝 / 风堇,0.5,3.03,prydwen_page,13,aa|all_bosses|4.3.1|blade-mortenax>castorice>hyacine>tribbie
末日幻影,as,全部,all,4.3.1,22,Archer / 阮•梅 / 花火 / 丹恒•腾荒,0.74,3376,prydwen_page,5,as|all|4.3.1|archer>dan-heng-permansor-terrae>ruan-mei>sparkle
混沌回忆,moc,全部,all,4.2.1,22,白厄 / 花火 / 星期日 / 丹恒•腾荒,0.58,8.8,prydwen_page,5,moc|all|4.2.1|dan-heng-permansor-terrae>phainon>sparkle>sunday
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,22,海瑟音 / 黑天鹅 / 卡芙卡 / 千冶•刃,0.56,1.91,prydwen_page,6,aa|all_bosses|4.3.1|black-swan>blade-mortenax>hysilens>kafka
混沌回忆,moc,全部,all,4.2.1,22,银狼LV.999 / 火花 / 花火 / 藿藿,0.54,9,prydwen_page,5,moc|all|4.2.1|huohuo>silver-wolf-lv-999>sparkle>sparxie
虚构叙事,pf,全部,all,4.3.1,22,长夜月 / 开拓者•记忆 / 缇宝 / 风堇,0.54,38318,prydwen_page,3,pf|all|4.3.1|hyacine>march-7th-evernight>trailblazer-remembrance>tribbie
异相仲裁,aa,全 Boss / 未拆分,all_bosses,4.3.1,22,银狼LV.999 / 火花 / 开拓者•欢愉 / 丹恒•腾荒,0.49,4.76,prydwen_page,11,aa|all_bosses|4.3.1|dan-heng-permansor-terrae>silver-wolf-lv-999>sparxie>trailblazer-elation
