team_signature,team_slugs,team_cn,confidence,record_count,snapshot_count,phase_count,mode_count,scope_count,boss_count,source_kind_count,max_app_rate,median_app_rate,best_rank,best_score,non_sentinel_score_count,sentinel_score_count,modes,phase_versions,scopes,source_kinds,evidence_comment,risk_comment
piper|ukinami-yuzuha|velina,"piper, ukinami-yuzuha, velina",派派·韦尔 / 浮波柚叶 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.51,0.235,23,28166,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.51；median_app_rate=0.235,记录稀疏或出场率较低
astra-yao|promeia|velina,"astra-yao, promeia, velina",耀嘉音 / 普罗米娅 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.5,0.295,24,33731,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.5；median_app_rate=0.295,记录稀疏或出场率较低
anby-demara-soldier-0|astra-yao|dialyn,"anby-demara-soldier-0, astra-yao, dialyn",零号·安比 / 耀嘉音 / 琉音,B-,28,7,14,2,7,6,1,0.48,0.155,25,32967,25,3,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=28；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.48；median_app_rate=0.155,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
nangong-yu|promeia|velina,"nangong-yu, promeia, velina",南宫羽 / 普罗米娅 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.48,0.275,26,33630,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.48；median_app_rate=0.275,记录稀疏或出场率较低
burnice|promeia|ukinami-yuzuha,"burnice, promeia, ukinami-yuzuha",柏妮思·怀特 / 普罗米娅 / 浮波柚叶,B-,14,4,7,2,5,4,1,0.47,0.155,19,31427,14,0,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=7；mode_count=2；boss_count=4；max_app_rate=0.47；median_app_rate=0.155,记录稀疏或出场率较低
grace-howard|ukinami-yuzuha|velina,"grace-howard, ukinami-yuzuha, velina",格莉丝·霍华德 / 浮波柚叶 / 维琳娜·艾嘉德,B-,4,1,2,2,3,2,1,0.47,0.22,27,31534,4,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.47；median_app_rate=0.22,记录稀疏或出场率较低
anby-demara-soldier-0|trigger|zhao,"anby-demara-soldier-0, trigger, zhao",零号·安比 / 「扳机」 / 照,B-,39,8,15,2,7,6,1,0.46,0.12,22,35535,33,6,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=39；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.46；median_app_rate=0.12,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
alice|astra-yao|miyabi,"alice, astra-yao, miyabi",爱丽丝·泰姆菲尔德 / 耀嘉音 / 星见 雅,B-,36,8,13,2,7,6,1,0.46,0.06,17,33398,31,5,"da, sd","da:2.6.1, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=36；phase_count=13；mode_count=2；boss_count=6；max_app_rate=0.46；median_app_rate=0.06,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
seed|sunna|ye-shunguang,"seed, sunna, ye-shunguang",「席德」 / 千夏 / 叶瞬光,B-,32,7,14,2,7,6,1,0.46,0.05,17,36548,32,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=32；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.46；median_app_rate=0.05,记录稀疏或出场率较低
billy-starlight|dialyn|pan-yinhu,"billy-starlight, dialyn, pan-yinhu",星徽·比利 / 琉音 / 潘引壶,B-,15,3,5,2,7,6,1,0.46,0.3,17,30795,15,0,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=15；phase_count=5；mode_count=2；boss_count=6；max_app_rate=0.46；median_app_rate=0.3,记录稀疏或出场率较低
miyabi|nangong-yu|nicole-demara,"miyabi, nangong-yu, nicole-demara",星见 雅 / 南宫羽 / 妮可·德玛拉,B-,33,6,11,2,7,6,1,0.45,0.14,21,32772,30,3,"da, sd","da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=33；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.45；median_app_rate=0.14,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
pan-yinhu|pulchra|yixuan,"pan-yinhu, pulchra, yixuan",潘引壶 / 波可娜·费雷尼 / 仪玄,B-,42,8,15,2,7,6,1,0.44,0.07,22,27985,35,7,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=42；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.44；median_app_rate=0.07,包含 7 条 sentinel/missing 分数；记录稀疏或出场率较低
dialyn|hugo|lighter,"dialyn, hugo, lighter",琉音 / 雨果·维拉德 / 莱特,B-,48,8,15,2,7,6,1,0.42,0.065,28,33933,28,20,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=48；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.42；median_app_rate=0.065,包含 20 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|ellen|lycaon,"astra-yao, ellen, lycaon",耀嘉音 / 艾莲·乔 / 冯·莱卡恩,B-,27,8,13,2,7,6,1,0.42,0.05,24,27372,24,3,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=27；phase_count=13；mode_count=2；boss_count=6；max_app_rate=0.42；median_app_rate=0.05,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|nangong-yu|promeia,"astra-yao, nangong-yu, promeia",耀嘉音 / 南宫羽 / 普罗米娅,B-,16,4,7,2,7,6,1,0.42,0.15,25,34956,16,0,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=16；phase_count=7；mode_count=2；boss_count=6；max_app_rate=0.42；median_app_rate=0.15,记录稀疏或出场率较低
nangong-yu|sunna|yanagi,"nangong-yu, sunna, yanagi",南宫羽 / 千夏 / 月城 柳,B-,9,3,4,2,5,4,1,0.42,0.07,22,27013,9,0,"da, sd","da:2.7.1, da:2.7.2, da:2.8.2, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=9；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.42；median_app_rate=0.07,记录稀疏或出场率较低
ju-fufu|pyrois|sunna,"ju-fufu, pyrois, sunna",橘福福 / Pyrois / 千夏,B-,1,1,1,1,1,1,1,0.42,0.42,28,30873,1,0,da,da:3.0.1,1-2_combined.json,hf_comps,record_count=1；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.42；median_app_rate=0.42,记录稀疏或出场率较低
astra-yao|dialyn|harumasa,"astra-yao, dialyn, harumasa",耀嘉音 / 琉音 / 浅羽 悠真,B-,30,8,14,2,7,6,1,0.41,0.17,26,29041,29,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=30；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.41；median_app_rate=0.17,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
anby-demara-soldier-0|astra-yao|cissia,"anby-demara-soldier-0, astra-yao, cissia",零号·安比 / 耀嘉音 / 希希芙,B-,16,5,9,2,6,5,1,0.41,0.18,28,29985,15,1,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=16；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.41；median_app_rate=0.18,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
grace-howard|ukinami-yuzuha|vivian,"grace-howard, ukinami-yuzuha, vivian",格莉丝·霍华德 / 浮波柚叶 / 薇薇安·班希,B-,39,8,15,2,7,6,1,0.4,0.05,23,41304,35,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=39；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.4；median_app_rate=0.05,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
pan-yinhu|trigger|yixuan,"pan-yinhu, trigger, yixuan",潘引壶 / 「扳机」 / 仪玄,B-,36,8,15,2,7,6,1,0.4,0.055,23,27272,30,6,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=36；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.4；median_app_rate=0.055,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
miyabi|trigger|yanagi,"miyabi, trigger, yanagi",星见 雅 / 「扳机」 / 月城 柳,B-,26,8,15,2,7,6,1,0.4,0.045,24,30981,22,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=26；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.4；median_app_rate=0.045,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
miyabi|rina|yanagi,"miyabi, rina, yanagi",星见 雅 / 亚历山德丽娜·莎芭丝缇安 / 月城 柳,B-,22,6,12,2,6,5,1,0.4,0.04,28,31205,16,6,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=22；phase_count=12；mode_count=2；boss_count=5；max_app_rate=0.4；median_app_rate=0.04,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|nangong-yu|zhao,"aria, nangong-yu, zhao",爱芮 / 南宫羽 / 照,B-,26,6,11,2,7,6,1,0.39,0.07,23,33761,26,0,"da, sd","da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=26；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.39；median_app_rate=0.07,记录稀疏或出场率较低
alice|astra-yao|vivian,"alice, astra-yao, vivian",爱丽丝·泰姆菲尔德 / 耀嘉音 / 薇薇安·班希,B-,37,8,14,2,7,6,1,0.38,0.1,20,31965,36,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=37；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.38；median_app_rate=0.1,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
anby-demara-soldier-0|sunna|trigger,"anby-demara-soldier-0, sunna, trigger",零号·安比 / 千夏 / 「扳机」,B-,37,8,14,2,7,6,1,0.38,0.09,20,33489,35,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=37；phase_count=14；mode_count=2；boss_count=6；max_app_rate=0.38；median_app_rate=0.09,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|sunna|zhao,"aria, sunna, zhao",爱芮 / 千夏 / 照,B-,21,7,11,2,6,5,1,0.38,0.06,23,33548,21,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=21；phase_count=11；mode_count=2；boss_count=5；max_app_rate=0.38；median_app_rate=0.06,记录稀疏或出场率较低
astra-yao|cissia|qingyi,"astra-yao, cissia, qingyi",耀嘉音 / 希希芙 / 青衣,B-,20,5,9,2,6,5,1,0.38,0.155,25,29256,14,6,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=20；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.38；median_app_rate=0.155,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
anby-demara-soldier-0|rina|trigger,"anby-demara-soldier-0, rina, trigger",零号·安比 / 亚历山德丽娜·莎芭丝缇安 / 「扳机」,B-,17,6,10,2,6,5,1,0.37,0.05,31,28971,17,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=10；mode_count=2；boss_count=5；max_app_rate=0.37；median_app_rate=0.05,记录稀疏或出场率较低
aria|dialyn|sunna,"aria, dialyn, sunna",爱芮 / 琉音 / 千夏,B-,17,6,9,2,6,5,1,0.37,0.08,24,28652,17,0,"da, sd","da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.2, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.37；median_app_rate=0.08,记录稀疏或出场率较低
astra-yao|billy-starlight|lucia,"astra-yao, billy-starlight, lucia",耀嘉音 / 星徽·比利 / 卢西娅,B-,16,3,5,2,7,6,1,0.37,0.145,25,32582,15,1,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=16；phase_count=5；mode_count=2；boss_count=6；max_app_rate=0.37；median_app_rate=0.145,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
anby-demara-soldier-0|cissia|trigger,"anby-demara-soldier-0, cissia, trigger",零号·安比 / 希希芙 / 「扳机」,B-,14,4,8,2,5,4,1,0.37,0.285,26,30095,14,0,"da, sd","da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=8；mode_count=2；boss_count=4；max_app_rate=0.37；median_app_rate=0.285,记录稀疏或出场率较低
astra-yao|jane-doe|velina,"astra-yao, jane-doe, velina",耀嘉音 / 简·杜 / 维琳娜·艾嘉德,B-,5,1,2,2,4,3,1,0.37,0.18,29,29685,5,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=2；mode_count=2；boss_count=3；max_app_rate=0.37；median_app_rate=0.18,记录稀疏或出场率较低
astra-yao|harumasa|seed,"astra-yao, harumasa, seed",耀嘉音 / 浅羽 悠真 / 「席德」,B-,20,6,10,2,7,6,1,0.36,0.17,33,32878,20,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=20；phase_count=10；mode_count=2；boss_count=6；max_app_rate=0.36；median_app_rate=0.17,记录稀疏或出场率较低
miyabi|ukinami-yuzuha|zhao,"miyabi, ukinami-yuzuha, zhao",星见 雅 / 浮波柚叶 / 照,B-,40,8,15,2,7,6,1,0.35,0.03,29,33023,37,3,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=40；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.35；median_app_rate=0.03,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|miyabi|soukaku,"astra-yao, miyabi, soukaku",耀嘉音 / 星见 雅 / 苍角,B-,32,8,15,2,7,6,1,0.35,0.085,23,29530,24,8,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=32；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.35；median_app_rate=0.085,包含 8 条 sentinel/missing 分数；记录稀疏或出场率较低
lucia|ye-shunguang|zhao,"lucia, ye-shunguang, zhao",卢西娅 / 叶瞬光 / 照,B-,45,8,15,2,7,6,1,0.34,0.09,23,35612,43,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=45；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.34；median_app_rate=0.09,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
corin|dialyn|sunna,"corin, dialyn, sunna",可琳·威克斯 / 琉音 / 千夏,B-,36,8,15,2,7,6,1,0.34,0.06,14,32647,36,0,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=36；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.34；median_app_rate=0.06,记录稀疏或出场率较低
billy-starlight|lucia|trigger,"billy-starlight, lucia, trigger",星徽·比利 / 卢西娅 / 「扳机」,B-,15,3,5,2,7,6,1,0.34,0.14,27,33760,15,0,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=15；phase_count=5；mode_count=2；boss_count=6；max_app_rate=0.34；median_app_rate=0.14,记录稀疏或出场率较低
nicole-demara|pyrois|sunna,"nicole-demara, pyrois, sunna",妮可·德玛拉 / Pyrois / 千夏,B-,1,1,1,1,1,1,1,0.34,0.34,37,26272,1,0,da,da:3.0.1,1-2_combined.json,hf_comps,record_count=1；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.34；median_app_rate=0.34,记录稀疏或出场率较低
lucia|lycaon|yixuan,"lucia, lycaon, yixuan",卢西娅 / 冯·莱卡恩 / 仪玄,B-,43,8,15,2,7,6,1,0.33,0.08,23,33091,42,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=43；phase_count=15；mode_count=2；boss_count=6；max_app_rate=0.33；median_app_rate=0.08,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
miyabi|nangong-yu|soukaku,"miyabi, nangong-yu, soukaku",星见 雅 / 南宫羽 / 苍角,B-,30,6,11,2,7,6,1,0.33,0.11,26,30422,28,2,"da, sd","da:2.7.1, da:2.7.2, da:2.8.1, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=30；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.33；median_app_rate=0.11,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
