team_signature,team_slugs,team_cn,confidence,record_count,snapshot_count,phase_count,mode_count,scope_count,boss_count,source_kind_count,max_app_rate,median_app_rate,best_rank,best_score,non_sentinel_score_count,sentinel_score_count,modes,phase_versions,scopes,source_kinds,evidence_comment,risk_comment
aria|astra-yao|zhao,"aria, astra-yao, zhao",爱芮 / 耀嘉音 / 照,B-,7,3,5,2,5,4,1,0.04,0.02,96,32497,7,0,"da, sd","da:2.6.2, da:2.7.1, da:2.8.2, sd:2.6.3, sd:2.6.4","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.02,记录稀疏或出场率较低
astra-yao|lighter|miyabi,"astra-yao, lighter, miyabi",耀嘉音 / 莱特 / 星见 雅,B-,7,2,4,2,4,3,1,0.04,0.01,85,20913,1,6,"da, sd","da:2.6.1, da:2.7.1, sd:2.6.1, sd:2.6.4","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
billy-starlight|dialyn|ju-fufu,"billy-starlight, dialyn, ju-fufu",星徽·比利 / 琉音 / 橘福福,B-,7,3,5,2,5,4,1,0.04,0.03,81,34964,3,4,"da, sd","da:2.8.2, da:2.8.3, da:3.0.1, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.03,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
harumasa|qingyi|ukinami-yuzuha,"harumasa, qingyi, ukinami-yuzuha",浅羽 悠真 / 青衣 / 浮波柚叶,B-,7,4,5,2,4,3,1,0.04,0.02,120,30228,5,2,"da, sd","da:2.6.2, da:2.7.2, sd:2.6.1, sd:2.7.2, sd:2.8.2","1-2_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
lycaon|pan-yinhu|yixuan,"lycaon, pan-yinhu, yixuan",冯·莱卡恩 / 潘引壶 / 仪玄,B-,7,4,5,2,4,3,1,0.04,0.02,106,27920,7,0,"da, sd","da:2.6.1, da:2.6.2, da:2.8.2, sd:2.6.3, sd:2.7.2","1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=7；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,记录稀疏或出场率较低
astra-yao|caesar|yixuan,"astra-yao, caesar, yixuan",耀嘉音 / 凯撒·金 / 仪玄,B-,6,3,5,2,4,4,1,0.04,0.02,65,28205,5,1,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, sd:2.6.1, sd:2.6.4","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|ellen|ju-fufu,"astra-yao, ellen, ju-fufu",耀嘉音 / 艾莲·乔 / 橘福福,B-,6,4,4,2,6,5,1,0.04,0.015,105,25565,3,3,"da, sd","da:2.7.1, da:3.0.1, sd:2.8.2, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=5；max_app_rate=0.04；median_app_rate=0.015,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|grace-howard|miyabi,"astra-yao, grace-howard, miyabi",耀嘉音 / 格莉丝·霍华德 / 星见 雅,B-,6,3,4,2,5,4,1,0.04,0.02,75,32648,6,0,"da, sd","da:2.6.1, da:2.8.2, sd:2.6.1, sd:2.6.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.02,记录稀疏或出场率较低
banyue|pan-yinhu|pulchra,"banyue, pan-yinhu, pulchra",般岳 / 潘引壶 / 波可娜·费雷尼,B-,6,2,4,2,4,3,1,0.04,0.01,106,26362,5,1,"da, sd","da:2.6.1, da:2.6.2, sd:2.6.1, sd:2.6.3","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
billy-starlight|lighter|lucia,"billy-starlight, lighter, lucia",星徽·比利 / 莱特 / 卢西娅,B-,6,2,3,2,4,3,1,0.04,0.03,89,27496,6,0,"da, sd","da:2.8.2, da:2.8.3, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
caesar|lucia|yidhari,"caesar, lucia, yidhari",凯撒·金 / 卢西娅 / 伊德海莉·墨菲,B-,6,4,5,2,3,2,1,0.04,0.03,106,27346,4,2,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, sd:2.6.4, sd:2.7.2","1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.03,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
ellen|seed|trigger,"ellen, seed, trigger",艾莲·乔 / 「席德」 / 「扳机」,B-,6,3,4,2,4,3,1,0.04,0.02,120,31602,4,2,"da, sd","da:2.6.2, da:2.7.2, sd:2.6.1, sd:2.6.3","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
grace-howard|rina|ukinami-yuzuha,"grace-howard, rina, ukinami-yuzuha",格莉丝·霍华德 / 亚历山德丽娜·莎芭丝缇安 / 浮波柚叶,B-,6,4,5,2,4,3,1,0.04,0.01,120,31186,5,1,"da, sd","da:2.6.1, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.8.2","5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
harumasa|seed|sunna,"harumasa, seed, sunna",浅羽 悠真 / 「席德」 / 千夏,B-,6,3,4,2,4,3,1,0.04,0.02,98,29520,6,0,"da, sd","da:2.6.1, da:2.6.2, sd:2.6.1, sd:2.8.2","1-2_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,记录稀疏或出场率较低
lycaon|miyabi|yanagi,"lycaon, miyabi, yanagi",冯·莱卡恩 / 星见 雅 / 月城 柳,B-,6,2,4,2,4,3,1,0.04,0.03,75,28568,6,0,"da, sd","da:2.6.1, da:2.8.2, sd:2.6.1, sd:2.8.2","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
miyabi|nicole-demara|trigger,"miyabi, nicole-demara, trigger",星见 雅 / 妮可·德玛拉 / 「扳机」,B-,6,3,5,2,4,3,1,0.04,0.01,106,26716,2,4,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, sd:2.6.1, sd:2.6.4","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 4 条 sentinel/missing 分数；记录稀疏或出场率较低
nangong-yu|sunna|yixuan,"nangong-yu, sunna, yixuan",南宫羽 / 千夏 / 仪玄,B-,6,3,3,2,4,3,1,0.04,0.035,79,30882,6,0,"da, sd","da:2.8.2, sd:2.7.2, sd:2.7.3","1-3_combined.json, 5-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.035,记录稀疏或出场率较低
promeia|trigger|ukinami-yuzuha,"promeia, trigger, ukinami-yuzuha",普罗米娅 / 「扳机」 / 浮波柚叶,B-,6,3,5,2,4,3,1,0.04,0.035,58,34650,5,1,"da, sd","da:2.8.1, da:2.8.2, da:2.8.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=6；phase_count=5；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.035,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|trigger|zhao,"aria, trigger, zhao",爱芮 / 「扳机」 / 照,B-,5,3,4,2,5,4,1,0.04,0.02,96,28162,4,1,"da, sd","da:2.7.1, da:2.8.2, sd:2.6.3, sd:2.6.4","1-1_combined.json, 1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|ellen|seed,"astra-yao, ellen, seed",耀嘉音 / 艾莲·乔 / 「席德」,B-,5,3,3,1,3,2,1,0.04,0.03,111,32926,5,0,sd,"sd:2.6.1, sd:2.6.3, sd:2.7.2","5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=1；boss_count=2；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
astra-yao|trigger|zhu-yuan,"astra-yao, trigger, zhu-yuan",耀嘉音 / 「扳机」 / 朱鸢,B-,5,4,4,2,4,3,1,0.04,0.01,105,26038,3,2,"da, sd","da:3.0.1, sd:2.6.1, sd:2.6.3, sd:2.6.4","1-2_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|ukinami-yuzuha|yanagi,"astra-yao, ukinami-yuzuha, yanagi",耀嘉音 / 浮波柚叶 / 月城 柳,B-,5,3,4,2,3,2,1,0.04,0.02,120,29363,4,1,"da, sd","da:2.6.1, sd:2.6.1, sd:2.7.3, sd:2.8.2","5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
banyue|billy-starlight|lucia,"banyue, billy-starlight, lucia",般岳 / 星徽·比利 / 卢西娅,B-,5,2,4,2,4,3,1,0.04,0.02,86,32573,4,1,"da, sd","da:2.8.2, da:2.8.3, sd:2.8.2, sd:2.8.3","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
dialyn|evelyn|orphie-and-magus,"dialyn, evelyn, orphie-and-magus",琉音 / 伊芙琳·舒瓦利耶 / 奥菲丝·马格努森 & 「鬼火」,B-,5,4,4,1,4,3,1,0.04,0.01,121,30939,4,1,sd,"sd:2.6.1, sd:2.6.3, sd:2.8.2, sd:2.8.3","5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=1；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
ju-fufu|sunna|yixuan,"ju-fufu, sunna, yixuan",橘福福 / 千夏 / 仪玄,B-,5,3,4,2,5,4,1,0.04,0.01,112,27606,3,2,"da, sd","da:2.7.1, sd:2.6.3, sd:2.6.4, sd:2.7.2","1-2_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=4；max_app_rate=0.04；median_app_rate=0.01,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
miyabi|sunna|yanagi,"miyabi, sunna, yanagi",星见 雅 / 千夏 / 月城 柳,B-,5,2,3,2,4,3,1,0.04,0.01,108,32475,3,2,"da, sd","da:2.6.1, sd:2.6.1, sd:2.6.4","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.01,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
nangong-yu|piper|sunna,"nangong-yu, piper, sunna",南宫羽 / 派派·韦尔 / 千夏,B-,5,4,4,2,4,3,1,0.04,0.02,96,28929,3,2,"da, sd","da:2.7.1, da:2.8.2, da:2.8.3, sd:2.7.2","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=5；phase_count=4；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.02,包含 2 条 sentinel/missing 分数；记录稀疏或出场率较低
aria|lucy|nangong-yu,"aria, lucy, nangong-yu",爱芮 / 露西亚娜·德·蒙特夫 / 南宫羽,B-,4,3,3,2,4,3,1,0.04,0.025,110,26864,4,0,"da, sd","da:2.8.2, sd:2.6.4, sd:2.7.3","1-3_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.025,记录稀疏或出场率较低
ju-fufu|lucy|yixuan,"ju-fufu, lucy, yixuan",橘福福 / 露西亚娜·德·蒙特夫 / 仪玄,B-,4,2,3,2,4,3,1,0.04,0.03,108,27396,4,0,"da, sd","da:2.6.1, da:2.6.2, sd:2.6.1","1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=3；mode_count=2；boss_count=3；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
lucia|ukinami-yuzuha|yidhari,"lucia, ukinami-yuzuha, yidhari",卢西娅 / 浮波柚叶 / 伊德海莉·墨菲,B-,4,2,2,2,3,2,1,0.04,0.025,106,28471,4,0,"da, sd","da:2.6.2, sd:2.6.4","1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=4；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.025,记录稀疏或出场率较低
alice|nangong-yu|nicole-demara,"alice, nangong-yu, nicole-demara",爱丽丝·泰姆菲尔德 / 南宫羽 / 妮可·德玛拉,B-,3,2,2,1,3,2,1,0.04,0.04,110,25859,3,0,da,"da:2.8.2, da:2.8.3","1-1_combined.json, 1-3_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=1；boss_count=2；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
anby-demara-soldier-0|ye-shunguang|zhao,"anby-demara-soldier-0, ye-shunguang, zhao",零号·安比 / 叶瞬光 / 照,B-,3,2,2,2,3,2,1,0.04,0.04,77,27406,3,0,"da, sd","da:2.8.1, sd:2.6.3","1-3_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
astra-yao|billy-starlight|pulchra,"astra-yao, billy-starlight, pulchra",耀嘉音 / 星徽·比利 / 波可娜·费雷尼,B-,3,2,2,1,3,2,1,0.04,0.03,84,27018,3,0,sd,"sd:2.8.2, sd:2.8.3","5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=1；boss_count=2；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
nangong-yu|velina|vivian,"nangong-yu, velina, vivian",南宫羽 / 维琳娜·艾嘉德 / 薇薇安·班希,B-,3,1,2,2,3,2,1,0.04,0.03,73,27914,3,0,"da, sd","da:3.0.1, sd:2.8.3","1-1_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.03,记录稀疏或出场率较低
seed|trigger|zhu-yuan,"seed, trigger, zhu-yuan",「席德」 / 「扳机」 / 朱鸢,B-,3,2,2,2,3,2,1,0.04,0.04,120,27713,3,0,"da, sd","da:2.7.2, sd:2.6.1","1-2_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
trigger|vivian|yanagi,"trigger, vivian, yanagi",「扳机」 / 薇薇安·班希 / 月城 柳,B-,3,2,2,2,3,2,1,0.04,0.04,120,28102,3,0,"da, sd","da:2.8.2, sd:2.6.1","1-3_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=3；phase_count=2；mode_count=2；boss_count=2；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
aria|lucia|nangong-yu,"aria, lucia, nangong-yu",爱芮 / 卢西娅 / 南宫羽,B-,2,1,1,1,2,1,1,0.04,0.035,110,16532,2,0,da,da:2.8.2,"1-3_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.035,记录稀疏或出场率较低
astra-yao|ju-fufu|manato,"astra-yao, ju-fufu, manato",耀嘉音 / 橘福福 / 狛野真斗,B-,2,1,1,1,2,1,1,0.04,0.04,106,20960,2,0,da,da:2.6.2,"1-3_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
astra-yao|lucia|miyabi,"astra-yao, lucia, miyabi",耀嘉音 / 卢西娅 / 星见 雅,B-,2,2,2,1,1,1,1,0.04,0.025,112,27533,2,0,sd,"sd:2.6.3, sd:2.6.4",5-3_combined.json,hf_comps,record_count=2；phase_count=2；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.025,记录稀疏或出场率较低
burnice|lucy|velina,"burnice, lucy, velina",柏妮思·怀特 / 露西亚娜·德·蒙特夫 / 维琳娜·艾嘉德,B-,2,1,1,1,2,1,1,0.04,0.035,107,27647,2,0,sd,sd:2.8.3,"5-3_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.035,记录稀疏或出场率较低
dialyn|evelyn|nicole-demara,"dialyn, evelyn, nicole-demara",琉音 / 伊芙琳·舒瓦利耶 / 妮可·德玛拉,B-,2,1,1,1,2,1,1,0.04,0.04,121,27984,2,0,sd,sd:2.6.1,"5-3_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
jane-doe|promeia|ukinami-yuzuha,"jane-doe, promeia, ukinami-yuzuha",简·杜 / 普罗米娅 / 浮波柚叶,B-,2,1,1,1,2,1,1,0.04,0.04,69,22485,2,0,da,da:2.8.3,"1-1_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
ju-fufu|pyrois|zhao,"ju-fufu, pyrois, zhao",橘福福 / Pyrois / 照,B-,2,1,1,1,2,1,1,0.04,0.04,105,,0,2,da,da:3.0.1,"1-2_combined.json, top_combined.json",hf_comps,record_count=2；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.04,全部表现分数为 sentinel/missing
jane-doe|velina|vivian,"jane-doe, velina, vivian",简·杜 / 维琳娜·艾嘉德 / 薇薇安·班希,B-,1,1,1,1,1,1,1,0.04,0.04,73,20776,1,0,da,da:3.0.1,1-1_combined.json,hf_comps,record_count=1；phase_count=1；mode_count=1；boss_count=1；max_app_rate=0.04；median_app_rate=0.04,记录稀疏或出场率较低
burnice|miyabi|nicole-demara,"burnice, miyabi, nicole-demara",柏妮思·怀特 / 星见 雅 / 妮可·德玛拉,B-,17,7,11,2,7,6,1,0.03,0.02,75,30465,11,6,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.8.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.2, sd:2.7.3, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=17；phase_count=11；mode_count=2；boss_count=6；max_app_rate=0.03；median_app_rate=0.02,包含 6 条 sentinel/missing 分数；记录稀疏或出场率较低
anby-demara-soldier-0|orphie-and-magus|ukinami-yuzuha,"anby-demara-soldier-0, orphie-and-magus, ukinami-yuzuha",零号·安比 / 奥菲丝·马格努森 & 「鬼火」 / 浮波柚叶,B-,14,5,8,2,5,4,1,0.03,0.02,121,37874,13,1,"da, sd","da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.7.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=8；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
caesar|miyabi|ukinami-yuzuha,"caesar, miyabi, ukinami-yuzuha",凯撒·金 / 星见 雅 / 浮波柚叶,B-,14,6,9,2,6,5,1,0.03,0.02,75,13065,1,13,"da, sd","da:2.6.1, da:2.6.2, da:2.7.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.7.2, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.02,包含 13 条 sentinel/missing 分数；记录稀疏或出场率较低
qingyi|sunna|ye-shunguang,"qingyi, sunna, ye-shunguang",青衣 / 千夏 / 叶瞬光,B-,14,7,10,2,6,5,1,0.03,0.015,95,32382,13,1,"da, sd","da:2.6.1, da:2.6.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=14；phase_count=10；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.015,包含 1 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|caesar|ye-shunguang,"astra-yao, caesar, ye-shunguang",耀嘉音 / 凯撒·金 / 叶瞬光,B-,13,7,9,2,6,5,1,0.03,0.01,79,30861,5,8,"da, sd","da:2.6.1, da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=13；phase_count=9；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.01,包含 8 条 sentinel/missing 分数；记录稀疏或出场率较低
astra-yao|nicole-demara|ye-shunguang,"astra-yao, nicole-demara, ye-shunguang",耀嘉音 / 妮可·德玛拉 / 叶瞬光,B-,13,7,9,2,5,4,1,0.03,0.02,91,33405,8,5,"da, sd","da:2.6.1, da:2.6.2, da:2.8.2, da:2.8.3, da:3.0.1, sd:2.6.3, sd:2.6.4, sd:2.7.3, sd:2.8.2","1-1_combined.json, 1-2_combined.json, 1-3_combined.json, 5-1_combined.json, top_combined.json",hf_comps,record_count=13；phase_count=9；mode_count=2；boss_count=4；max_app_rate=0.03；median_app_rate=0.02,包含 5 条 sentinel/missing 分数；记录稀疏或出场率较低
alice|caesar|ukinami-yuzuha,"alice, caesar, ukinami-yuzuha",爱丽丝·泰姆菲尔德 / 凯撒·金 / 浮波柚叶,B-,12,8,10,2,6,5,1,0.03,0.02,87,30278,9,3,"da, sd","da:2.6.2, da:2.7.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=12；phase_count=10；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.02,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
koleda|lucia|yidhari,"koleda, lucia, yidhari",珂蕾妲·贝洛伯格 / 卢西娅 / 伊德海莉·墨菲,B-,12,6,7,2,4,3,1,0.03,0.03,92,31986,12,0,"da, sd","da:2.6.2, da:2.7.1, da:2.8.1, da:2.8.2, da:2.8.3, sd:2.6.4, sd:2.7.2","1-2_combined.json, 1-3_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=12；phase_count=7；mode_count=2；boss_count=3；max_app_rate=0.03；median_app_rate=0.03,记录稀疏或出场率较低
alice|astra-yao|nicole-demara,"alice, astra-yao, nicole-demara",爱丽丝·泰姆菲尔德 / 耀嘉音 / 妮可·德玛拉,B-,10,5,7,2,6,5,1,0.03,0.02,87,28071,7,3,"da, sd","da:2.6.1, da:2.8.2, da:2.8.3, sd:2.6.4, sd:2.7.3, sd:2.8.2, sd:2.8.3","1-1_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=10；phase_count=7；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.02,包含 3 条 sentinel/missing 分数；记录稀疏或出场率较低
ben|lighter|orphie-and-magus,"ben, lighter, orphie-and-magus",本·比格 / 莱特 / 奥菲丝·马格努森 & 「鬼火」,B-,10,5,7,2,6,5,1,0.03,0.02,95,29264,2,8,"da, sd","da:2.6.1, da:2.7.1, da:2.7.2, sd:2.6.1, sd:2.6.3, sd:2.6.4, sd:2.8.3","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=10；phase_count=7；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.02,包含 8 条 sentinel/missing 分数；记录稀疏或出场率较低
dialyn|nekomata|seed,"dialyn, nekomata, seed",琉音 / 猫宫 又奈 / 「席德」,B-,10,5,7,2,6,5,1,0.03,0.015,122,28758,10,0,"da, sd","da:2.6.2, da:2.8.1, da:2.8.3, sd:2.6.1, sd:2.6.3, sd:2.7.3, sd:2.8.2","1-2_combined.json, 1-3_combined.json, 5-1_combined.json, 5-2_combined.json, 5-3_combined.json, top_combined.json",hf_comps,record_count=10；phase_count=7；mode_count=2；boss_count=5；max_app_rate=0.03；median_app_rate=0.015,记录稀疏或出场率较低
